,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
22,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Away,W,2,1,Werder Bremen,1.8,1.7,35.0,41000.0,Patrick Mainka,4-2-3-1,3-5-2,Robert Schröder,Match Report,,11.0,3.0,13.4,0.0,0,0,2024,Heidenheim
23,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Home,L,1,2,Leverkusen,0.4,1.9,39.0,15000.0,Patrick Mainka,4-2-3-1,3-4-1-2,Harm Osmers,Match Report,,6.0,3.0,20.5,0.0,0,0,2024,Heidenheim
24,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Away,D,2,2,Union Berlin,1.1,1.1,42.0,21341.0,Patrick Mainka,4-5-1,3-5-2,Deniz Aytekin,Match Report,,10.0,4.0,20.2,0.0,0,0,2024,Heidenheim
25,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Home,L,1,2,Eint Frankfurt,1.0,1.2,58.0,15000.0,Patrick Mainka,4-2-3-1,4-4-2,Sören Storks,Match Report,,15.0,3.0,15.7,0.0,0,0,2024,Heidenheim
26,2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Away,L,0,1,Augsburg,0.4,0.5,42.0,30660.0,Patrick Mainka,4-1-3-2,4-1-2-1-2,Frank Willenborg,Match Report,,6.0,1.0,18.9,0.0,0,0,2024,Heidenheim
27,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Home,D,1,1,Gladbach,1.1,0.5,53.0,15000.0,Patrick Mainka,4-2-3-1,4-3-3,Martin Petersen,Match Report,,19.0,3.0,13.7,0.0,0,0,2024,Heidenheim
28,2024-03-31,17:30,Bundesliga,Matchweek 27,Sun,Away,D,3,3,Stuttgart,1.3,3.0,28.0,60000.0,Patrick Mainka,4-2-3-1,4-2-2-2,Felix Zwayer,Match Report,,6.0,3.0,9.5,0.0,0,0,2024,Heidenheim
29,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,W,3,2,Bayern Munich,1.4,1.9,33.0,15000.0,Patrick Mainka,4-2-3-1,4-2-3-1,Robert Schröder,Match Report,,9.0,4.0,15.9,1.0,0,0,2024,Heidenheim
30,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,D,1,1,Bochum,1.1,1.2,39.0,24414.0,Patrick Mainka,4-2-3-1,4-2-3-1,Patrick Ittrich,Match Report,,11.0,3.0,18.2,0.0,0,0,2024,Heidenheim
31,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Home,L,1,2,RB Leipzig,1.0,1.8,39.0,15000.0,Patrick Mainka,4-1-2-1-2◆,4-2-2-2,Tobias Welz,Match Report,,10.0,4.0,14.9,1.0,0,0,2024,Heidenheim
32,2024-04-28,19:30,Bundesliga,Matchweek 31,Sun,Away,W,1,0,Darmstadt 98,1.6,0.7,55.0,17416.0,Patrick Mainka,4-1-3-2,3-4-1-2,Bastian Dankert,Match Report,,17.0,5.0,16.2,0.0,0,0,2024,Heidenheim
33,2024-05-05,19:30,Bundesliga,Matchweek 32,Sun,Home,D,1,1,Mainz 05,0.9,1.4,46.0,15000.0,Patrick Mainka,4-1-3-2,3-4-3,Sven Jablonski,Match Report,,15.0,5.0,19.4,0.0,0,0,2024,Heidenheim
34,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Freiburg,0.7,1.5,44.0,34700.0,Patrick Mainka,4-2-3-1,3-4-3,Daniel Siebert,Match Report,,8.0,3.0,18.3,0.0,0,0,2024,Heidenheim
35,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,1,Köln,1.0,2.3,49.0,15000.0,Patrick Mainka,4-2-3-1,4-2-3-1,Tobias Welz,Match Report,,16.0,7.0,19.9,1.0,0,0,2024,Heidenheim
1,2023-08-18,20:30,Bundesliga,Matchweek 1,Fri,Home,L,0,4,Bayern Munich,0.6,2.8,28.0,42100.0,Marco Friedl,3-1-4-2,4-2-3-1,Felix Zwayer,Match Report,,6.0,1.0,20.7,1.0,0,0,2024,Werder Bremen
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,L,0,1,Freiburg,1.0,2.4,51.0,34700.0,Marco Friedl,3-1-4-2,4-2-2-2,Benjamin Brand,Match Report,,15.0,1.0,19.8,1.0,0,0,2024,Werder Bremen
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,4,0,Mainz 05,2.7,0.5,45.0,41000.0,Marco Friedl,3-5-2,3-4-3,Robert Schröder,Match Report,,12.0,5.0,14.7,0.0,1,1,2024,Werder Bremen
4,2023-09-17,15:30,Bundesliga,Matchweek 4,Sun,Away,L,2,4,Heidenheim,3.0,2.2,59.0,15000.0,Marco Friedl,3-5-2,4-2-3-1,Patrick Ittrich,Match Report,,10.0,3.0,15.9,0.0,0,1,2024,Werder Bremen
5,2023-09-23,18:30,Bundesliga,Matchweek 5,Sat,Home,W,2,1,Köln,2.1,1.3,47.0,42100.0,Niklas Stark,3-1-4-2,4-2-3-1,Bastian Dankert,Match Report,,17.0,6.0,17.2,0.0,0,0,2024,Werder Bremen
6,2023-10-01,15:30,Bundesliga,Matchweek 6,Sun,Away,L,2,4,Darmstadt 98,1.5,2.4,57.0,17810.0,Christian Groß,3-5-2,3-5-2,Martin Petersen,Match Report,,11.0,6.0,16.2,2.0,0,0,2024,Werder Bremen
7,2023-10-07,18:30,Bundesliga,Matchweek 7,Sat,Home,L,2,3,Hoffenheim,0.8,1.9,48.0,41000.0,Marco Friedl,3-1-4-2,3-5-2,Christian Dingert,Match Report,,13.0,3.0,21.0,0.0,0,0,2024,Werder Bremen
8,2023-10-20,20:30,Bundesliga,Matchweek 8,Fri,Away,L,0,1,Dortmund,0.4,2.6,43.0,81365.0,Marco Friedl,3-5-2,4-5-1,Felix Brych,Match Report,,5.0,1.0,14.8,0.0,0,0,2024,Werder Bremen
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,W,2,0,Union Berlin,0.8,0.6,56.0,42100.0,Marco Friedl,3-5-2,3-5-2,Tobias Stieler,Match Report,,10.0,4.0,20.2,0.0,0,0,2024,Werder Bremen
10,2023-11-05,15:30,Bundesliga,Matchweek 10,Sun,Away,D,2,2,Wolfsburg,1.2,1.6,44.0,28917.0,Marco Friedl,3-5-2,3-4-3,Tobias Reichel,Match Report,,13.0,4.0,14.0,1.0,0,0,2024,Werder Bremen
11,2023-11-12,17:30,Bundesliga,Matchweek 11,Sun,Home,D,2,2,Eint Frankfurt,1.5,2.0,49.0,42100.0,Marco Friedl,3-5-2,3-4-3,Benjamin Brand,Match Report,,12.0,4.0,21.8,1.0,1,1,2024,Werder Bremen
12,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Home,L,0,3,Leverkusen,0.2,1.0,41.0,42100.0,Marco Friedl,3-5-2,3-4-3,Martin Petersen,Match Report,,2.0,1.0,12.1,0.0,0,0,2024,Werder Bremen
13,2023-12-02,18:30,Bundesliga,Matchweek 13,Sat,Away,L,0,2,Stuttgart,0.8,3.5,42.0,54500.0,Marco Friedl,3-5-2,4-2-2-2,Bastian Dankert,Match Report,,12.0,3.0,15.2,0.0,0,0,2024,Werder Bremen
14,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,2,0,Augsburg,1.5,0.7,48.0,41000.0,Leonardo Bittencourt,3-5-2,4-2-3-1,Sascha Stegemann,Match Report,,14.0,5.0,17.9,0.0,0,0,2024,Werder Bremen
15,2023-12-15,20:30,Bundesliga,Matchweek 15,Fri,Away,D,2,2,Gladbach,1.6,1.4,50.0,50660.0,Leonardo Bittencourt,3-4-3,3-5-2,Felix Zwayer,Match Report,,12.0,5.0,14.5,0.0,0,0,2024,Werder Bremen
16,2023-12-19,18:30,Bundesliga,Matchweek 16,Tue,Home,D,1,1,RB Leipzig,1.5,1.7,45.0,41000.0,Marco Friedl,3-4-3,4-2-2-2,Tobias Reichel,Match Report,,11.0,1.0,15.1,1.0,0,0,2024,Werder Bremen
17,2024-01-14,15:30,Bundesliga,Matchweek 17,Sun,Away,D,1,1,Bochum,0.8,0.7,51.0,26000.0,Marco Friedl,3-4-3,4-3-3,Tobias Stieler,Match Report,,16.0,3.0,16.0,0.0,0,0,2024,Werder Bremen
18,2024-01-21,15:30,Bundesliga,Matchweek 18,Sun,Away,W,1,0,Bayern Munich,0.4,1.9,32.0,75000.0,Marco Friedl,3-5-2,4-2-3-1,Marco Fritz,Match Report,,8.0,3.0,17.3,0.0,0,0,2024,Werder Bremen
19,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,W,3,1,Freiburg,2.5,1.2,42.0,41500.0,Marco Friedl,3-5-2,4-2-3-1,Robert Hartmann,Match Report,,13.0,2.0,20.4,0.0,1,1,2024,Werder Bremen
20,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,W,1,0,Mainz 05,0.6,0.8,41.0,31800.0,Marco Friedl,3-5-2,4-2-3-1,Benjamin Brand,Match Report,,6.0,1.0,16.4,0.0,0,0,2024,Werder Bremen
21,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,L,1,2,Heidenheim,1.7,1.8,65.0,41000.0,Marco Friedl,3-5-2,4-2-3-1,Robert Schröder,Match Report,,15.0,3.0,17.1,1.0,0,0,2024,Werder Bremen
22,2024-02-16,20:30,Bundesliga,Matchweek 22,Fri,Away,W,1,0,Köln,1.8,0.8,43.0,50000.0,Marco Friedl,3-5-2,4-2-3-1,Daniel Siebert,Match Report,,13.0,4.0,16.7,0.0,0,0,2024,Werder Bremen
23,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Home,D,1,1,Darmstadt 98,1.8,1.0,55.0,42358.0,Christian Groß,3-5-2,3-5-2,Florian Badstübner,Match Report,,15.0,4.0,16.7,0.0,0,0,2024,Werder Bremen
24,2024-03-03,17:30,Bundesliga,Matchweek 24,Sun,Away,L,1,2,Hoffenheim,1.3,1.7,53.0,25000.0,Christian Groß,3-5-2,3-4-3,Matthias Jöllenbeck,Match Report,,18.0,7.0,17.3,2.0,0,0,2024,Werder Bremen
25,2024-03-09,18:30,Bundesliga,Matchweek 25,Sat,Home,L,1,2,Dortmund,1.8,1.2,46.0,42100.0,Niklas Stark,3-5-2,4-2-3-1,Deniz Aytekin,Match Report,,16.0,5.0,17.8,2.0,0,0,2024,Werder Bremen
26,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Away,L,1,2,Union Berlin,1.1,1.1,50.0,22012.0,Miloš Veljković,3-4-3,3-4-1-2,Daniel Schlager,Match Report,,11.0,2.0,16.4,0.0,0,0,2024,Werder Bremen
27,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,L,0,2,Wolfsburg,0.5,2.3,49.0,41500.0,Marco Friedl,3-5-2,3-4-3,Sascha Stegemann,Match Report,,6.0,1.0,18.5,0.0,0,0,2024,Werder Bremen
28,2024-04-05,20:30,Bundesliga,Matchweek 28,Fri,Away,D,1,1,Eint Frankfurt,1.6,2.1,34.0,58000.0,Marco Friedl,3-5-2,4-4-2,Robert Hartmann,Match Report,,11.0,7.0,18.1,1.0,0,0,2024,Werder Bremen
29,2024-04-14,17:30,Bundesliga,Matchweek 29,Sun,Away,L,0,5,Leverkusen,0.7,3.2,44.0,30210.0,Leonardo Bittencourt,3-5-2,3-4-3,Harm Osmers,Match Report,,7.0,3.0,17.6,0.0,0,0,2024,Werder Bremen
30,2024-04-21,15:30,Bundesliga,Matchweek 30,Sun,Home,W,2,1,Stuttgart,1.5,2.2,31.0,42100.0,Marco Friedl,3-4-3,3-5-2,Robert Schröder,Match Report,,8.0,1.0,24.6,0.0,1,1,2024,Werder Bremen
31,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,W,3,0,Augsburg,2.0,0.6,46.0,30660.0,Marco Friedl,3-4-3,4-1-2-1-2,Tobias Welz,Match Report,,14.0,5.0,19.6,0.0,1,1,2024,Werder Bremen
32,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,D,2,2,Gladbach,1.4,1.9,56.0,42100.0,Marco Friedl,3-4-3,3-1-4-2,Timo Gerach,Match Report,,18.0,6.0,14.6,1.0,0,0,2024,Werder Bremen
33,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,RB Leipzig,1.1,1.4,55.0,47069.0,Marco Friedl,3-4-3,3-4-3,Sascha Stegemann,Match Report,,11.0,2.0,19.7,0.0,0,0,2024,Werder Bremen
34,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,1,Bochum,3.0,2.1,46.0,42100.0,Marco Friedl,3-5-2,4-2-3-1,Martin Petersen,Match Report,,26.0,13.0,15.8,0.0,0,0,2024,Werder Bremen
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,W,2,1,Hoffenheim,2.6,1.4,50.0,25890.0,Christian Günter,4-2-2-2,3-5-2,Sven Jablonski,Match Report,,18.0,7.0,14.8,0.0,0,0,2024,Freiburg
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,W,1,0,Werder Bremen,2.4,1.0,49.0,34700.0,Vincenzo Grifo,4-2-2-2,3-1-4-2,Benjamin Brand,Match Report,,23.0,7.0,15.6,0.0,0,0,2024,Freiburg
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Away,L,0,5,Stuttgart,1.0,1.7,52.0,54300.0,Vincenzo Grifo,4-2-3-1,4-2-3-1,Felix Brych,Match Report,,13.0,7.0,13.7,0.0,0,0,2024,Freiburg
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,L,2,4,Dortmund,1.0,2.3,50.0,34700.0,Maximilian Eggestein,4-2-3-1,4-3-3,Tobias Stieler,Match Report,,15.0,4.0,15.8,1.0,0,0,2024,Freiburg
6,2023-09-24,17:30,Bundesliga,Matchweek 5,Sun,Away,D,0,0,Eint Frankfurt,0.5,0.6,43.0,55800.0,Vincenzo Grifo,3-4-3,3-4-3,Felix Zwayer,Match Report,,7.0,1.0,17.1,0.0,0,0,2024,Freiburg
7,2023-10-01,17:30,Bundesliga,Matchweek 6,Sun,Home,W,2,0,Augsburg,1.0,0.8,53.0,33134.0,Vincenzo Grifo,3-4-3,3-4-3,Harm Osmers,Match Report,,6.0,2.0,20.1,0.0,1,1,2024,Freiburg
9,2023-10-08,17:30,Bundesliga,Matchweek 7,Sun,Away,L,0,3,Bayern Munich,0.1,2.4,31.0,75000.0,Vincenzo Grifo,4-4-2,4-2-3-1,Robert Schröder,Match Report,,2.0,0.0,16.4,0.0,0,0,2024,Freiburg
10,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Home,W,2,1,Bochum,2.3,1.5,58.0,33900.0,Vincenzo Grifo,3-4-3,3-4-3,Tobias Reichel,Match Report,,16.0,4.0,15.7,1.0,1,1,2024,Freiburg
12,2023-10-29,17:30,Bundesliga,Matchweek 9,Sun,Away,L,1,2,Leverkusen,0.9,1.4,30.0,30210.0,Vincenzo Grifo,4-1-4-1,3-4-3,Daniel Siebert,Match Report,,10.0,3.0,15.4,0.0,0,0,2024,Freiburg
14,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Home,D,3,3,Gladbach,3.3,2.2,59.0,34700.0,Vincenzo Grifo,4-4-2,4-4-1-1,Felix Brych,Match Report,,15.0,7.0,14.4,0.0,1,1,2024,Freiburg
16,2023-11-12,19:30,Bundesliga,Matchweek 11,Sun,Away,L,1,3,RB Leipzig,0.5,1.9,39.0,41117.0,Vincenzo Grifo,3-4-3,4-4-2,Patrick Ittrich,Match Report,,9.0,3.0,16.1,0.0,0,0,2024,Freiburg
17,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Home,D,1,1,Darmstadt 98,1.6,0.4,66.0,34300.0,Vincenzo Grifo,3-4-3,3-4-3,Sascha Stegemann,Match Report,,15.0,3.0,18.6,1.0,0,0,2024,Freiburg
19,2023-12-03,15:30,Bundesliga,Matchweek 13,Sun,Away,W,1,0,Mainz 05,0.9,2.3,39.0,30300.0,Maximilian Eggestein,4-4-2,4-2-3-1,Tobias Stieler,Match Report,,13.0,5.0,17.1,0.0,0,0,2024,Freiburg
20,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Away,W,1,0,Wolfsburg,1.1,1.2,42.0,20146.0,Vincenzo Grifo,4-4-1-1,3-4-3,Marco Fritz,Match Report,,4.0,1.0,13.0,0.0,0,0,2024,Freiburg
22,2023-12-17,15:30,Bundesliga,Matchweek 15,Sun,Home,W,2,0,Köln,3.0,1.2,52.0,34700.0,Vincenzo Grifo,4-2-3-1,4-2-3-1,Harm Osmers,Match Report,,22.0,7.0,15.2,0.0,0,0,2024,Freiburg
23,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Away,L,2,3,Heidenheim,1.8,1.9,47.0,15000.0,Maximilian Eggestein,4-2-3-1,4-4-2,Benjamin Brand,Match Report,,10.0,3.0,16.2,0.0,1,1,2024,Freiburg
24,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,D,0,0,Union Berlin,1.8,0.5,57.0,33800.0,Vincenzo Grifo,4-2-3-1,5-3-2,Christian Dingert,Match Report,,13.0,3.0,12.0,0.0,0,0,2024,Freiburg
25,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Home,W,3,2,Hoffenheim,2.7,1.4,44.0,33600.0,Vincenzo Grifo,4-1-3-2,3-1-4-2,Sascha Stegemann,Match Report,,18.0,9.0,15.6,1.0,0,0,2024,Freiburg
26,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,3,Werder Bremen,1.2,2.5,58.0,41500.0,Vincenzo Grifo,4-2-3-1,3-5-2,Robert Hartmann,Match Report,,6.0,3.0,16.0,1.0,1,1,2024,Freiburg
27,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Home,L,1,3,Stuttgart,0.7,1.7,35.0,34700.0,Vincenzo Grifo,4-2-3-1,3-4-3,Daniel Siebert,Match Report,,6.0,3.0,11.4,0.0,0,0,2024,Freiburg
28,2024-02-09,20:30,Bundesliga,Matchweek 21,Fri,Away,L,0,3,Dortmund,0.3,1.9,34.0,81365.0,Vincenzo Grifo,4-2-3-1,4-2-2-2,Harm Osmers,Match Report,,6.0,3.0,19.0,0.0,0,0,2024,Freiburg
30,2024-02-18,15:30,Bundesliga,Matchweek 22,Sun,Home,D,3,3,Eint Frankfurt,2.2,1.0,54.0,34700.0,Vincenzo Grifo,3-4-3,3-4-3,Tobias Stieler,Match Report,,12.0,6.0,18.0,0.0,1,1,2024,Freiburg
32,2024-02-25,19:30,Bundesliga,Matchweek 23,Sun,Away,L,1,2,Augsburg,1.6,1.6,37.0,28894.0,Christian Günter,4-2-2-2,4-1-2-1-2,Bastian Dankert,Match Report,,4.0,0.0,19.7,0.0,1,1,2024,Freiburg
33,2024-03-01,20:30,Bundesliga,Matchweek 24,Fri,Home,D,2,2,Bayern Munich,1.5,1.8,38.0,34700.0,Christian Günter,4-4-2,4-2-3-1,Sven Jablonski,Match Report,,17.0,6.0,20.0,0.0,0,0,2024,Freiburg
35,2024-03-10,15:30,Bundesliga,Matchweek 25,Sun,Away,W,2,1,Bochum,1.4,1.2,40.0,25594.0,Christian Günter,4-2-2-2,4-1-3-2,Marco Fritz,Match Report,,9.0,4.0,16.5,0.0,0,0,2024,Freiburg
37,2024-03-17,15:30,Bundesliga,Matchweek 26,Sun,Home,L,2,3,Leverkusen,0.9,2.3,33.0,34700.0,Christian Günter,5-4-1,3-4-3,Harm Osmers,Match Report,,11.0,3.0,14.6,0.0,0,0,2024,Freiburg
38,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Away,W,3,0,Gladbach,1.7,1.5,46.0,53259.0,Christian Günter,3-4-1-2,4-2-3-1,Christian Dingert,Match Report,,14.0,8.0,18.1,1.0,0,0,2024,Freiburg
39,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,L,1,4,RB Leipzig,1.6,2.3,47.0,33200.0,Christian Günter,3-4-3,4-2-2-2,Daniel Siebert,Match Report,,12.0,2.0,16.6,0.0,0,1,2024,Freiburg
40,2024-04-14,15:30,Bundesliga,Matchweek 29,Sun,Away,W,1,0,Darmstadt 98,0.9,1.1,47.0,17810.0,Christian Günter,3-4-3,3-4-1-2,Sascha Stegemann,Match Report,,9.0,3.0,16.0,0.0,0,0,2024,Freiburg
41,2024-04-21,19:30,Bundesliga,Matchweek 30,Sun,Home,D,1,1,Mainz 05,1.1,1.0,40.0,34300.0,Christian Günter,3-4-3,3-4-3,Marco Fritz,Match Report,,6.0,3.0,14.2,0.0,0,0,2024,Freiburg
42,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Home,L,1,2,Wolfsburg,2.2,0.5,51.0,32800.0,Christian Günter,3-4-3,3-4-3,Frank Willenborg,Match Report,,14.0,3.0,16.5,0.0,0,1,2024,Freiburg
43,2024-05-04,18:30,Bundesliga,Matchweek 32,Sat,Away,D,0,0,Köln,0.8,0.9,44.0,50000.0,Christian Günter,3-5-2,4-2-3-1,Sören Storks,Match Report,,4.0,0.0,12.1,0.0,0,0,2024,Freiburg
44,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Home,D,1,1,Heidenheim,1.5,0.7,56.0,34700.0,Christian Günter,3-4-3,4-2-3-1,Daniel Siebert,Match Report,,20.0,4.0,17.2,1.0,0,0,2024,Freiburg
45,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,2,Union Berlin,1.0,2.3,62.0,22012.0,Christian Günter,4-2-3-1,3-4-3,Christian Dingert,Match Report,,13.0,4.0,13.9,0.0,0,0,2024,Freiburg
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,D,4,4,Gladbach,2.3,1.7,56.0,30660.0,Ermedin Demirović,4-2-2-2,4-2-3-1,Daniel Schlager,Match Report,,19.0,6.0,19.1,1.0,1,1,2024,Augsburg
2,2023-08-27,17:30,Bundesliga,Matchweek 2,Sun,Away,L,1,3,Bayern Munich,0.7,2.8,39.0,75000.0,Ermedin Demirović,4-2-2-2,4-2-3-1,Daniel Siebert,Match Report,,10.0,2.0,26.4,0.0,0,0,2024,Augsburg
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,D,2,2,Bochum,1.9,1.6,38.0,27424.0,Ermedin Demirović,4-2-2-2,3-5-2,Martin Petersen,Match Report,,11.0,4.0,13.6,0.0,0,0,2024,Augsburg
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,L,0,3,RB Leipzig,1.7,1.1,46.0,44746.0,Ermedin Demirović,3-4-3,4-2-2-2,Sascha Stegemann,Match Report,,16.0,5.0,16.5,0.0,0,0,2024,Augsburg
5,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,W,2,1,Mainz 05,0.8,0.6,41.0,27310.0,Ermedin Demirović,3-4-3,3-4-3,Marco Fritz,Match Report,,5.0,3.0,20.8,0.0,0,0,2024,Augsburg
6,2023-10-01,17:30,Bundesliga,Matchweek 6,Sun,Away,L,0,2,Freiburg,0.8,1.0,47.0,33134.0,Ermedin Demirović,3-4-3,3-4-3,Harm Osmers,Match Report,,13.0,3.0,17.5,0.0,0,0,2024,Augsburg
7,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,2,Darmstadt 98,0.9,1.8,48.0,29200.0,Ermedin Demirović,3-4-3,3-4-1-2,Deniz Aytekin,Match Report,,18.0,3.0,19.2,1.0,0,0,2024,Augsburg
8,2023-10-22,17:30,Bundesliga,Matchweek 8,Sun,Away,W,5,2,Heidenheim,2.5,1.5,41.0,15000.0,Ermedin Demirović,4-2-2-2,4-1-4-1,Tobias Stieler,Match Report,,8.0,5.0,16.8,0.0,1,1,2024,Augsburg
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,W,3,2,Wolfsburg,1.4,1.4,40.0,28000.0,Ermedin Demirović,4-2-3-1,4-2-3-1,Daniel Schlager,Match Report,,8.0,5.0,11.4,0.0,0,0,2024,Augsburg
10,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,D,1,1,Köln,2.6,2.0,41.0,49300.0,Ermedin Demirović,4-2-3-1,4-2-3-1,Christian Dingert,Match Report,,18.0,2.0,15.4,1.0,0,0,2024,Augsburg
11,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hoffenheim,1.0,0.8,34.0,28260.0,Ermedin Demirović,4-2-3-1,3-1-4-2,Felix Brych,Match Report,,11.0,6.0,11.7,0.0,0,0,2024,Augsburg
12,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,D,1,1,Union Berlin,1.7,2.1,39.0,22012.0,Ermedin Demirović,4-2-3-1,3-4-3,Florian Badstübner,Match Report,,10.0,1.0,18.6,1.0,1,1,2024,Augsburg
13,2023-12-03,19:30,Bundesliga,Matchweek 13,Sun,Home,W,2,1,Eint Frankfurt,1.4,1.0,36.0,26107.0,Ermedin Demirović,4-2-3-1,5-4-1,Harm Osmers,Match Report,,7.0,3.0,18.1,0.0,0,1,2024,Augsburg
14,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Away,L,0,2,Werder Bremen,0.7,1.5,52.0,41000.0,Ermedin Demirović,4-2-3-1,3-5-2,Sascha Stegemann,Match Report,,11.0,1.0,19.8,0.0,0,0,2024,Augsburg
15,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Home,D,1,1,Dortmund,1.8,2.6,37.0,30660.0,Ermedin Demirović,4-2-3-1,4-3-3,Matthias Jöllenbeck,Match Report,,20.0,3.0,17.0,0.0,0,0,2024,Augsburg
16,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Away,L,0,3,Stuttgart,0.2,2.6,34.0,53600.0,Ermedin Demirović,4-4-2,4-4-2,Daniel Siebert,Match Report,,6.0,4.0,16.8,0.0,0,0,2024,Augsburg
17,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Leverkusen,0.4,2.0,24.0,30055.0,Ermedin Demirović,4-1-2-1-2◆,3-4-1-2,Sven Jablonski,Match Report,,3.0,0.0,20.1,0.0,0,0,2024,Augsburg
18,2024-01-21,17:30,Bundesliga,Matchweek 18,Sun,Away,W,2,1,Gladbach,1.3,1.7,45.0,44867.0,Ermedin Demirović,4-3-1-2,4-4-2,Martin Petersen,Match Report,,15.0,7.0,16.8,0.0,0,0,2024,Augsburg
19,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,L,2,3,Bayern Munich,2.6,2.3,42.0,30660.0,Ermedin Demirović,4-3-1-2,4-2-3-1,Christian Dingert,Match Report,,13.0,5.0,18.4,1.0,1,2,2024,Augsburg
20,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,D,1,1,Bochum,1.6,0.9,51.0,24500.0,Ermedin Demirović,4-1-2-1-2◆,4-2-3-1,Patrick Ittrich,Match Report,,13.0,2.0,16.7,0.0,1,1,2024,Augsburg
21,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,D,2,2,RB Leipzig,0.7,1.3,42.0,28510.0,Ermedin Demirović,4-3-1-2,4-2-2-2,Benjamin Brand,Match Report,,11.0,4.0,16.3,0.0,0,0,2024,Augsburg
22,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,L,0,1,Mainz 05,1.0,2.1,54.0,24800.0,Jeffrey Gouweleeuw,4-1-2-1-2◆,3-4-3,Tobias Reichel,Match Report,,10.0,3.0,15.5,0.0,0,0,2024,Augsburg
